amount_mxn,equity_share,equity_vehicle,spx_scenario,fx_scenario,savings_mxn,savings_net_mxn,equity_mxn,equity_net_mxn,total_net_mxn,total_net_return,is_default_amount
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso flat,225000.0,27165.0,75000.0,-11637.7,15527.3,0.05176,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso -10% (USD/MXN +10%),225000.0,27165.0,75000.0,-5301.46,21863.54,0.07288,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso +10% (USD/MXN -10%),225000.0,27165.0,75000.0,-7910.5,19254.5,0.06418,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso flat,225000.0,27165.0,75000.0,-456.11,26708.89,0.08903,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso -10% (USD/MXN +10%),225000.0,27165.0,75000.0,6298.45,33463.45,0.11154,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso +10% (USD/MXN -10%),225000.0,27165.0,75000.0,-2543.34,24621.66,0.08207,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso flat,225000.0,27165.0,75000.0,4956.66,32121.66,0.10707,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso -10% (USD/MXN +10%),225000.0,27165.0,75000.0,12202.33,39367.33,0.13122,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso +10% (USD/MXN -10%),225000.0,27165.0,75000.0,4956.66,32121.66,0.10707,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso flat,225000.0,27165.0,75000.0,13007.4,40172.4,0.13391,no
300000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso -10% (USD/MXN +10%),225000.0,27165.0,75000.0,21058.14,48223.14,0.16074,no
300000,0.25,S&P 500 via IVVPESO (peso hedged),Bear,n/a,225000.0,27165.0,75000.0,-10074.23,17090.77,0.05697,no
300000,0.25,S&P 500 via IVVPESO (peso hedged),Flat,n/a,225000.0,27165.0,75000.0,950.31,28115.31,0.09372,no
300000,0.25,S&P 500 via IVVPESO (peso hedged),Base,n/a,225000.0,27165.0,75000.0,6292.78,33457.78,0.11153,no
300000,0.25,S&P 500 via IVVPESO (peso hedged),Bull,n/a,225000.0,27165.0,75000.0,14306.47,41471.47,0.13824,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso +10% (USD/MXN -10%),150000.0,20340.0,150000.0,-35947.85,-15607.85,-0.05203,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso flat,150000.0,20340.0,150000.0,-23275.39,-2935.39,-0.00978,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso -10% (USD/MXN +10%),150000.0,20340.0,150000.0,-10602.93,9737.07,0.03246,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso +10% (USD/MXN -10%),150000.0,20340.0,150000.0,-15821.0,4519.0,0.01506,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso flat,150000.0,20340.0,150000.0,-912.22,19427.78,0.06476,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso -10% (USD/MXN +10%),150000.0,20340.0,150000.0,12596.9,32936.9,0.10979,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso +10% (USD/MXN -10%),150000.0,20340.0,150000.0,-5086.68,15253.32,0.05084,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso flat,150000.0,20340.0,150000.0,9913.32,30253.32,0.10084,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso -10% (USD/MXN +10%),150000.0,20340.0,150000.0,24404.65,44744.65,0.14915,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso +10% (USD/MXN -10%),150000.0,20340.0,150000.0,9913.32,30253.32,0.10084,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso flat,150000.0,20340.0,150000.0,26014.8,46354.8,0.15452,no
300000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso -10% (USD/MXN +10%),150000.0,20340.0,150000.0,42116.28,62456.28,0.20819,no
300000,0.5,S&P 500 via IVVPESO (peso hedged),Bear,n/a,150000.0,20340.0,150000.0,-20148.45,191.55,0.00064,no
300000,0.5,S&P 500 via IVVPESO (peso hedged),Flat,n/a,150000.0,20340.0,150000.0,1900.63,22240.63,0.07414,no
300000,0.5,S&P 500 via IVVPESO (peso hedged),Base,n/a,150000.0,20340.0,150000.0,12585.56,32925.56,0.10975,no
300000,0.5,S&P 500 via IVVPESO (peso hedged),Bull,n/a,150000.0,20340.0,150000.0,28612.95,48952.95,0.16318,no
500000,0,Savings only,Bear,n/a,500000,52190.0,0,0.0,52190.0,0.10438,no
500000,0,Savings only,Flat,n/a,500000,52190.0,0,0.0,52190.0,0.10438,no
500000,0,Savings only,Base,n/a,500000,52190.0,0,0.0,52190.0,0.10438,no
500000,0,Savings only,Bull,n/a,500000,52190.0,0,0.0,52190.0,0.10438,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso +10% (USD/MXN -10%),450000.0,47640.0,50000.0,-11982.62,35657.38,0.07131,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso flat,450000.0,47640.0,50000.0,-7758.46,39881.54,0.07976,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso -10% (USD/MXN +10%),450000.0,47640.0,50000.0,-3534.31,44105.69,0.08821,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso +10% (USD/MXN -10%),450000.0,47640.0,50000.0,-5273.67,42366.33,0.08473,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso flat,450000.0,47640.0,50000.0,-304.07,47335.93,0.09467,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso -10% (USD/MXN +10%),450000.0,47640.0,50000.0,4198.97,51838.97,0.10368,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso +10% (USD/MXN -10%),450000.0,47640.0,50000.0,-1695.56,45944.44,0.09189,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso flat,450000.0,47640.0,50000.0,3304.44,50944.44,0.10189,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso -10% (USD/MXN +10%),450000.0,47640.0,50000.0,8134.88,55774.88,0.11155,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso +10% (USD/MXN -10%),450000.0,47640.0,50000.0,3304.44,50944.44,0.10189,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso flat,450000.0,47640.0,50000.0,8671.6,56311.6,0.11262,no
500000,0.1,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso -10% (USD/MXN +10%),450000.0,47640.0,50000.0,14038.76,61678.76,0.12336,no
500000,0.1,S&P 500 via IVVPESO (peso hedged),Bear,n/a,450000.0,47640.0,50000.0,-6716.15,40923.85,0.08185,no
500000,0.1,S&P 500 via IVVPESO (peso hedged),Flat,n/a,450000.0,47640.0,50000.0,633.54,48273.54,0.09655,no
500000,0.1,S&P 500 via IVVPESO (peso hedged),Base,n/a,450000.0,47640.0,50000.0,4195.19,51835.19,0.10367,no
500000,0.1,S&P 500 via IVVPESO (peso hedged),Bull,n/a,450000.0,47640.0,50000.0,9537.65,57177.65,0.11436,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso +10% (USD/MXN -10%),375000.0,40815.0,125000.0,-29956.54,10858.46,0.02172,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso flat,375000.0,40815.0,125000.0,-19396.16,21418.84,0.04284,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso -10% (USD/MXN +10%),375000.0,40815.0,125000.0,-8835.77,31979.23,0.06396,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso +10% (USD/MXN -10%),375000.0,40815.0,125000.0,-13184.17,27630.83,0.05526,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso flat,375000.0,40815.0,125000.0,-760.19,40054.81,0.08011,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso -10% (USD/MXN +10%),375000.0,40815.0,125000.0,10497.42,51312.42,0.10262,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso +10% (USD/MXN -10%),375000.0,40815.0,125000.0,-4238.9,36576.1,0.07315,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso flat,375000.0,40815.0,125000.0,8261.1,49076.1,0.09815,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso -10% (USD/MXN +10%),375000.0,40815.0,125000.0,20337.21,61152.21,0.1223,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso +10% (USD/MXN -10%),375000.0,40815.0,125000.0,8261.1,49076.1,0.09815,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso flat,375000.0,40815.0,125000.0,21679.0,62494.0,0.12499,no
500000,0.25,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso -10% (USD/MXN +10%),375000.0,40815.0,125000.0,35096.9,75911.9,0.15182,no
500000,0.25,S&P 500 via IVVPESO (peso hedged),Bear,n/a,375000.0,40815.0,125000.0,-16790.38,24024.62,0.04805,no
500000,0.25,S&P 500 via IVVPESO (peso hedged),Flat,n/a,375000.0,40815.0,125000.0,1583.86,42398.86,0.0848,no
500000,0.25,S&P 500 via IVVPESO (peso hedged),Base,n/a,375000.0,40815.0,125000.0,10487.96,51302.96,0.10261,no
500000,0.25,S&P 500 via IVVPESO (peso hedged),Bull,n/a,375000.0,40815.0,125000.0,23844.12,64659.12,0.12932,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso +10% (USD/MXN -10%),250000.0,29440.0,250000.0,-59913.09,-30473.09,-0.06095,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso flat,250000.0,29440.0,250000.0,-38792.32,-9352.32,-0.0187,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bear,Peso -10% (USD/MXN +10%),250000.0,29440.0,250000.0,-17671.55,11768.45,0.02354,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso +10% (USD/MXN -10%),250000.0,29440.0,250000.0,-26368.34,3071.66,0.00614,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso flat,250000.0,29440.0,250000.0,-1520.37,27919.63,0.05584,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Flat,Peso -10% (USD/MXN +10%),250000.0,29440.0,250000.0,20994.83,50434.83,0.10087,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso +10% (USD/MXN -10%),250000.0,29440.0,250000.0,-8477.8,20962.2,0.04192,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso flat,250000.0,29440.0,250000.0,16522.2,45962.2,0.09192,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Base,Peso -10% (USD/MXN +10%),250000.0,29440.0,250000.0,40674.42,70114.42,0.14023,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso +10% (USD/MXN -10%),250000.0,29440.0,250000.0,16522.2,45962.2,0.09192,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso flat,250000.0,29440.0,250000.0,43358.0,72798.0,0.1456,no
500000,0.5,"S&P 500 via SIC (VOO/IVV, USD exposure)",Bull,Peso -10% (USD/MXN +10%),250000.0,29440.0,250000.0,70193.8,99633.8,0.19927,no
500000,0.5,S&P 500 via IVVPESO (peso hedged),Bear,n/a,250000.0,29440.0,250000.0,-33580.76,-4140.76,-0.00828,no
500000,0.5,S&P 500 via IVVPESO (peso hedged),Flat,n/a,250000.0,29440.0,250000.0,3167.72,32607.72,0.06522,no
500000,0.5,S&P 500 via IVVPESO (peso hedged),Base,n/a,250000.0,29440.0,250000.0,20975.93,50415.93,0.10083,no
500000,0.5,S&P 500 via IVVPESO (peso hedged),Bull,n/a,250000.0,29440.0,250000.0,47688.25,77128.25,0.15426,no
